,,,,
0ac8,3370,1.00,Deasy Corp.,Jetion Digital ScannerJT-DBG003
0ac8,3420,1.00,Vimicro Corp.,Venus USB2.0 Camera
0ac8,3500,0.07,A4 TECH,Full HD 1080P PC Camera
0b05,181b,4.01,ASUS,ROG SICA
0b0b,106e,3.04,Datamax,H4310
0bc2,231a,7.08,Seagate,Expansion
0bc2,ab24,1.00,Seagate,BUP Slim BK
0bda,0811,2.00,Realtek ,802.11ac WLAN Adapter 
0bda,58b0,0.05,Sunplus IT Co ,aoni Webcam
0bda,8152,0.00,Realtek,USB 10/100 LAN
0bda,b711,2.00,Realtek,802.11n WLAN Adapter
0bda,f192,2.00,Realtek,802.11n  WLAN Adapter
0c2e,0200,8.81,Honeywell Scanning and Mobility,Honeywell Scanning and Mobility Scanner
0c2e,0204,8.99,Honeywell,Honeywell Scanning and Mobility Scanner
0c2e,0206,5.09,Honeywell Scanning and Mobility,Honeywell Scanning and Mobility Scanner
0c2e,0901,1.95,Honeywell Imaging & Mobility    ,1900
0c2e,0a01,0.00,Honeywell Scanning & Mobility ,Voyager-1200
0c2e,0b41,0.00,Honeywell Scanning & Mobility ,
0c2e,0ea1,8.41,Honeywell Imaging & Mobility    ,1900hc
0c2e,0fe1,0.49,Honeywell Imaging & Mobility    ,7120plus
0c2e,fe10,0.25,Honeywell,Honeywell PC42t-203-FP
0c45,0c00,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
0c45,6340,0.02,Etron Technology, Inc.,USB2.0 Camera
0c45,6366,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
0c45,7047,1.07,SONiX,USB DEVICE
0c45,760b,1.05,SONiX,USB Keyboard
0d62,a100,3.01,Darfon,USB Optical Mouse
0d8c,0126,1.00,C-Media Electronics Inc.,USB Audio Device
0dd8,0c00,1.00,Generic,storage_device
0dd8,173c,1.00,Netac,OnlyDisk
0dd8,2004,0.75,Netac,OnlyDisk
0dd8,2300,1.06,Netac,OnlyDisk
0dd8,3200,1.00,Netac,OnlyDisk
0dd8,3201,1.00,Netac,OnlyDisk
0dd8,3700,2.00,Netac,OnlyDisk
0e8d,1887,0.00,Hitachi-LG Data Storage Inc,Portable Super Multi Drive
0e8d,2008,f.ff,MediaTek,dazen 6A
0e8d,760c,0.01,MediaTek,802.11 n WLAN
0e8f,0020,2.01,GASIA,PS2toUSB Adapter
0e8f,0022,2.10,GASIA,USB KB V11
0ea0,2213,1.00,        ,Android+Mac     
0ed1,6981,1.00,aigo,Miniking Device
0fe6,811e,1.01,,IEEE-1284 Controller
101d,0003,1.00,Aisino  ,USB Flash Disk
1058,0740,0.03,Western Digital,My Passport 0740
1058,2620,0.18,Western Digital,Elements 2620
1058,2621,0.26,Western Digital,Elements 2621
1058,2627,0.08,Western Digital,My Passport 2627
1083,1623,1.21,CANON   ,CANON   DR-7550C        
10c4,8103,0.00,YSPRINGTECH,USB OPTICAL MOUSE
10c4,8105,0.00,YSPRINGTECH,USB OPTICAL MOUSE
10c4,ea60,1.00,Silicon Labs,CP2102 USB to UART Bridge Controller
10c4,ff11,1.00,Gue℉Ā,Gu
10e9,2208,1.00,Sonix Technology Co., Ltd.,USB 2.0 Camera
1111,2222,1.00,VRV,USB Flash Disk
1221,3234,0.00,USB2.0,Flash Disk
1223,3e67,1.05,W,WirelessUSB
125f,312b,a.00,ADATA,ADATA USB Flash Drive
12d1,107e,2.99,HUAWEI,GLK-AL00
12d1,3b40,0.09,Huawei Technologies Co., Ltd.,ST310-S1
132b,20ec,1.00,,
132b,235a,1.00,KONICA MINOLTA,bizhub 3000MF
13ba,0018,0.01,,Barcode Reader 
13fd,3940,4.03,e-elei,DVD-RW
13fe,4200,1.00,        ,USB DISK 2.0
13fe,6400,1.00,aigo,MiniKing
1432,07dc,0.01,NISEC TCG-01,NISEC TCG-01
